score,gt_classification,fen,classic_reg_score,classic_reg_classification,classic_score,classic_classification,gemini_direct_score,gemini_direct_classification,gemini_feature_material,gemini_feature_pawn_structure,gemini_feature_mobility,gemini_feature_king_safety,gemini_feature_tempo,gemini_feature_total
3.88,white,r1bqk2r/ppp2ppp/2n2n2/4P3/1b1p1B2/2N1PN2/PPP2PPP/R2QKB1R w KQkq - 0 7,0.7326,equal,0.09999999999999998,equal,25.0,white,0.3,0.1,0.4,0.0,0.2,1.0
4.29,white,2r3k1/pq3ppp/1p2pn2/2B5/1b6/2N1P3/PPQ2PPP/3R1RK1 b - - 0 18,3.8502,white,5.7,white,25.0,white,-0.25,0.25,0.5,0.25,0.5,0.25
6.21,white,1k6/5p2/B3p3/1K1nP2p/1P4p1/P5P1/5P1P/8 b - - 0 45,1.5228,equal,1.8,equal,30.0,white,-0.2,-0.1,-0.15,0.3,-0.05,-0.2
-6.94,black,6k1/3r1pp1/B6p/q7/4b3/P3N1P1/2r1PP1P/R3R1K1 w - - 0 25,-3.168,black,-7.0,black,250.0,white,1.5,0.25,0.5,-0.25,0.25,1.25
-49.94,black,r3k3/p1p4p/1p3n2/3p1N2/b3p2P/3q4/P5P1/1K3R1R w q - 1 30,-7.7976,black,-14.100000000000001,black,150.0,white,2.0,0.25,0.75,-0.25,0.5,1.25
-0.18,equal,1r3r2/2pqn1bk/3p1npp/Np1Pp3/4P3/P5BP/1PQ1BP2/K5RR w - - 2 24,0.0144,equal,0.4,equal,150.0,white,1.5,0.25,0.75,0.5,0.25,1.25
-0.06,equal,r1bqkb1r/ppp2ppp/2n5/3np3/8/PP2P3/1B1P1PPP/RN1QKBNR b KQkq - 0 6,-0.0396,equal,-1.1,equal,-15.0,black,0.0,0.1,-0.2,0.0,-0.1,-0.2
-19.63,black,8/8/8/1p1k4/2r5/8/1K6/8 w - - 18 66,-4.6512,black,-7.7,black,250.0,white,5.0,0.2,0.5,0.3,0.0,3.0
0.57,equal,rnbqkb1r/ppp1p1pp/8/5p2/4P3/3B4/PPPP2PP/R1BQK1NR b KQkq - 1 6,0.0036,equal,0.1,equal,-25.0,black,0.0,-0.2,0.1,0.0,-0.1,-0.2
-0.74,equal,r2qnk2/ppp3bp/4p1p1/8/2Pn4/2N1B3/PP2B1PP/R4QK1 b - - 1 17,-0.6318,equal,2.7,white,25.0,white,-0.25,0.0,0.5,0.25,0.25,0.25
-23.24,black,2r2rk1/7p/p3p1pP/3pP3/1pnq2PQ/7R/PnP3B1/1K2R3 w - - 0 28,-3.096,black,-5.0,black,250.0,white,1.5,0.2,0.75,-0.25,0.5,2.7
-2.35,black,rn1qk1nr/pp6/2p2ppb/3p4/8/2Nb1Q2/PP1P1PP1/R1B1K1NR w KQkq - 0 11,-3.0708,black,-4.3,black,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
0.4,equal,r2q1rk1/pp4pp/2p2b2/4p3/8/P1NP1Q1P/1P3PP1/R4RK1 w - - 0 17,0.0252,equal,0.7000000000000001,equal,35.0,white,0.3,-0.1,0.4,-0.2,0.2,0.6
0.53,equal,r4rk1/1b1nppb1/pp1q1npp/2ppN3/1P1P1P2/P1PBPQ1P/1B1N2P1/2R2RK1 b - - 0 15,0.05399999999999999,equal,1.5,equal,25.0,white,0.25,0.3,0.1,0.0,0.05,0.7
-7.06,black,r3kb1r/pp2nppp/1q2p3/4P3/2p2P1Q/2N2B1P/PPnP2P1/R1B2R1K b kq - 3 14,-0.0072,equal,-0.2,equal,25.0,white,-0.25,0.0,0.5,0.0,0.3,0.55
22.69,white,2r4k/ppPq2p1/7p/8/5Q2/5Pp1/P1B1R3/5RK1 b - - 2 32,4.644,white,7.5,white,-150.0,black,-0.25,-0.1,0.75,-0.5,0.6,0.5
8.06,white,2kr1b1r/ppp1q2p/2b1pppn/8/3P4/2N1BNP1/PP2PPBP/R2Q1RK1 w - - 2 11,2.3022,white,3.2,white,150.0,white,0.5,0.25,1.0,-0.25,0.75,1.25
0.64,equal,rnb1kbnr/pppp1ppp/4p3/8/4q3/1P3PP1/PBPPP2P/RN1QKBNR b KQkq - 0 4,-0.061200000000000004,equal,-1.7000000000000002,equal,-25.0,black,0.1,0.2,-0.1,0.0,-0.05,0.15
49.97,white,r1bqr3/p3k3/1p3p2/3p2Q1/3P2P1/2N5/PP3b2/1K4RR w - - 0 29,-2.2518,black,-1.7999999999999998,equal,150.0,white,1.5,0.25,0.75,0.5,0.25,1.25
0.85,equal,r4rk1/pb2qppp/1p1p1n2/2nP2B1/P1P5/5N2/4BPPP/R2Q1RK1 b - - 0 15,-0.0324,equal,-0.9,equal,25.0,white,-0.25,0.25,0.5,0.3,0.2,0.5
0.0,equal,r2qkb1r/ppp2ppp/2np1n2/5b2/8/1P1BP3/PBP2PPP/RN1QK1NR b KQkq - 0 8,0.0036,equal,0.1,equal,25.0,white,0.0,0.2,-0.1,0.0,-0.2,-0.1
-0.67,equal,rnbqkb1r/ppp2ppp/5n2/3pp3/4P3/2N2P2/PPPP2PP/R1BQKBNR w KQkq - 0 4,-0.0288,equal,-0.8,equal,25.0,white,0.1,0.05,0.2,0.0,0.1,0.45
0.98,equal,r1b1kb1r/ppqn1ppp/2n1p3/3pP3/NP1N1P2/2P1B3/P5PP/R2QKB1R b KQkq - 0 11,0.0288,equal,0.8,equal,-25.0,black,0.1,-0.1,0.2,0.0,-0.1,0.1
0.0,equal,rn1qkbnr/pp2pppp/8/3p4/3P2b1/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 5,0.0144,equal,0.4,equal,-25.0,black,0.0,-0.2,-0.1,0.0,-0.2,-0.5
-2.53,black,2k5/pp1b2p1/2p2N2/7p/2B5/4P2P/P5P1/5K2 b - - 0 29,1.566,equal,3.0,white,30.0,white,0.25,0.3,0.4,0.2,0.15,0.32
0.05,equal,r1bqkbnr/pp3ppp/2N5/3p4/3pp3/6P1/PPP1PPBP/RNBQ1RK1 b kq - 0 7,1.5336,equal,2.1,white,-25.0,black,0.0,-0.2,0.1,0.0,-0.1,-0.2
-0.02,equal,r1bqkb1r/pp3ppp/2n1pn2/2ppN3/3P4/2P1P3/PP3PPP/RNBQKB1R w KQkq - 3 6,0.0288,equal,0.8,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
0.64,equal,rnbqk1nr/ppppp1bp/5pp1/4P3/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4,0.0252,equal,0.7000000000000001,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
-1.86,equal,r3kr2/ppp1b2p/6p1/5q2/3P4/1QP2P2/PP1N4/R3KR2 b Qq - 2 20,-0.0576,equal,-1.6,equal,-250.0,black,-0.5,0.0,-1.0,-1.5,-0.75,-3.75
-5.7,black,2r2rk1/p3ppbb/1p1p3P/5qP1/3P1N2/2NnP3/PP3PQ1/R4RK1 b - - 0 21,-0.7758,equal,-1.3,equal,-25.0,black,0.5,-0.2,-0.3,-0.1,-0.2,-0.3
0.31,equal,r1b1k2r/ppppqppp/2n5/3QP3/2P5/P4N2/1P2PPPP/R3KB1R b KQkq - 2 9,0.7758,equal,1.3,equal,-25.0,black,0.1,-0.15,0.2,0.0,0.1,0.05
0.26,equal,rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,0.0,equal,0.0,equal,-25.0,black,0.1,-0.1,0.2,0.0,0.1,0.2
0.0,equal,r5k1/ppp3pp/3b4/3p4/2Q5/1P3r1q/1B3PR1/R4K2 w - - 0 22,-3.1032,black,-5.2,black,250.0,white,2.0,0.25,0.75,-1.0,0.5,2.5
0.79,equal,rnbqkb1r/pppp1ppp/8/4p3/2P1P1n1/2N3P1/PP1P1P1P/R1BQKBNR b KQkq - 0 4,-0.0036,equal,-0.1,equal,-25.0,black,0.1,0.2,-0.1,0.0,-0.05,0.15
4.34,white,2r1r1k1/p5pp/8/2b5/4n3/2P3B1/PP2NPPP/3RK2R w K - 3 20,2.2878,white,2.8,white,35.0,white,0.3,0.1,0.4,0.2,0.1,0.5
-0.81,equal,r2q1rk1/p2n1pp1/3b1n1p/3b4/3Pp3/P1Q1P1P1/1P2BP1P/RNB1K1NR b KQ - 1 12,1.5156,equal,1.6,equal,-25.0,black,-0.25,0.0,0.5,0.25,0.25,0.25
0.01,equal,r3k2r/1pp1ppbp/p1b3p1/3q4/3Pn3/NP2PN2/PB2QPPP/R3K2R w KQkq - 0 12,-0.0648,equal,-1.8,equal,35.0,white,0.3,-0.1,0.2,0.0,0.1,0.5
0.52,equal,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,0.0,equal,0.0,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
49.97,white,6k1/1R6/8/2p3R1/p2bNB2/2PP4/P2K3P/8 b - - 0 37,11.6334,white,19.4,white,-150.0,black,-0.2,-0.1,-0.15,0.0,0.05,-0.2
0.41,equal,1r3r1k/6pp/1np2p2/p1q1p3/N3P3/7P/PPP1QPPN/3RR1K1 b - - 1 21,3.0708,white,4.3,white,-25.0,black,0.1,0.05,-0.2,0.0,-0.1,-0.15
-0.45,equal,r1bqk2r/pp2bppp/2n2n2/2pNp1B1/3pP3/1P1P1N2/P1P2PPP/R2QKB1R w KQkq - 2 8,0.0108,equal,0.30000000000000004,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-0.43,equal,r2qk2r/p3bppp/b1p1p3/3pP3/Q7/2N5/PPP2PPP/R1B1R1K1 b kq - 2 12,0.0144,equal,0.4,equal,-25.0,black,0.1,0.05,-0.15,0.0,-0.05,-0.05
0.38,equal,r1bqk2r/ppppnppp/2n5/1Bb1p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5,0.0072,equal,0.2,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
0.0,equal,r1bqk2r/pp2bpp1/2n1pn1p/1N1p4/3P4/5NB1/PPP2PPP/R2QKB1R b KQkq - 5 9,0.0036,equal,0.1,equal,25.0,white,0.25,-0.1,0.15,0.0,0.05,0.35
-0.16,equal,r2qk2r/1b1nnpbp/2ppp1p1/p7/1pPPPP2/1P3NP1/PB2N1BP/1R1Q1RK1 b kq - 3 13,-0.018,equal,-0.5,equal,-25.0,black,0.1,-0.2,0.15,0.0,0.05,0.1
0.15,equal,r3kb1r/p4pp1/2pp1B1p/4p3/4P3/2P2P2/PP3P1P/RN2K2R b KQkq - 0 12,2.3238,white,3.8,white,25.0,white,0.25,-0.1,0.3,0.0,0.15,0.6
3.62,white,4r1k1/4pp1p/p2p2p1/1P1P3q/P4b2/1P6/3QB1PP/2R4K w - - 0 24,0.0252,equal,0.7000000000000001,equal,150.0,white,1.5,0.25,0.75,-0.25,0.5,2.75
-0.43,equal,2kr3r/1pp1ppb1/p1n1bn1p/6p1/8/P1NP1N1P/1PP1BPP1/R1B2RK1 w - - 1 12,-0.036,equal,-1.0,equal,35.0,white,0.3,0.1,0.4,-0.2,0.1,0.7
49.98,white,3R2k1/p3rp1p/1pB4B/2b1p3/8/6P1/P6P/7K b - - 4 30,0.891,equal,4.5,white,-75.0,black,-1.5,-0.25,-0.5,0.25,-0.25,-1.25
0.66,equal,rnbqkb1r/pppppppp/5n2/4P3/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,0.036,equal,1.0,equal,25.0,white,0.0,0.1,0.05,0.0,-0.1,0.05
0.75,equal,r1bqk2r/pppp1pp1/2n2n1p/8/2BPP3/5N2/PP1b1PPP/RN1Q1RK1 w kq - 0 9,-2.3022,black,-3.2,black,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-0.58,equal,rnbqkb1r/ppp1pppp/5n2/3p4/3P1P2/8/PPP1P1PP/RNBQKBNR w KQkq - 0 3,-0.018,equal,-0.5,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
1.41,equal,rnb1kbnr/p1p1pppp/1p2q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 1 5,-0.0468,equal,-1.3,equal,-25.0,black,0.0,0.1,-0.2,0.0,-0.1,-0.2
-10.73,black,4k1r1/2p1np2/2p1p3/2QpP1B1/1p1P3P/5p2/1P3PPK/1q6 b - - 1 22,-4.6008,black,-6.3,black,-150.0,black,-2.5,0.25,-0.5,-0.25,0.25,-2.75
0.18,equal,2r2rk1/p4pb1/3qp1pp/8/3P4/2pQ2RP/PP3PP1/R1B3K1 w - - 0 23,-0.0108,equal,-0.30000000000000004,equal,150.0,white,1.5,0.2,0.5,0.1,0.2,2.5
8.74,white,Bn2qrk1/p2n1ppp/8/7b/5P1b/2N1B2P/PP2K1P1/R2Q2NR w - - 1 17,4.4963999999999995,white,3.4,white,35.0,white,0.3,0.1,0.4,0.1,0.2,0.5
4.58,white,1q2k2r/3bnp2/p3p1p1/N1p1P2p/1nPp1b1N/3P1B2/1P4PP/1R1QBRK1 w k - 0 21,3.0276,white,3.1,white,75.0,white,1.5,0.25,0.75,0.5,0.5,2.0
-0.08,equal,rnbqkb1r/ppp2ppp/8/3np3/8/1Q4P1/PP1PPPBP/RNB1K1NR b KQkq - 1 5,-0.0216,equal,-0.6000000000000001,equal,-25.0,black,0.0,0.1,-0.2,0.0,-0.1,-0.2
15.63,white,bn4k1/5p1p/2p3p1/1p6/1P2r3/BNR4P/5PP1/3Q2K1 b - - 0 24,6.1812000000000005,white,9.7,white,-150.0,black,0.25,-0.5,-1.0,-1.5,-0.75,-1.5
0.62,equal,rnbqkbnr/ppp2ppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,-0.7506,equal,-0.6,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
7.32,white,r1k3r1/2pqn2p/p1npb1p1/1p1N2B1/4P3/3Q1N2/PP3PPP/3RR1K1 w - - 8 20,0.072,equal,2.0,equal,150.0,white,1.5,0.25,0.75,0.25,0.5,1.25
-10.36,black,r2q1rk1/ppp2ppp/3bpn2/8/2B2P2/3P2Q1/PP1K2PP/n1B3NR w - - 0 14,-4.6008,black,-6.3,black,30.0,white,0.3,-0.1,0.4,0.0,0.2,0.8
-0.76,equal,r2qk1nr/pp1b2pp/2n2p2/4p3/1bNpP3/1Q1P1N2/PP3PPP/R1B1KB1R w KQkq - 4 10,-0.1152,equal,-3.2,black,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
-0.09,equal,r1q1kb1r/pp2p1pp/2p2p2/3pN3/2PPnP2/6P1/PPQBP1KP/R4R2 w kq - 0 14,0.0576,equal,1.6,equal,35.0,white,0.3,0.1,0.2,0.1,0.1,0.4
-9.37,black,r1bqk2r/pppp1ppp/2n5/4P3/2B1n3/3PBN2/PPP3PP/RN2K3 w Qkq - 1 11,-8.4006,black,-10.6,black,30.0,white,0.3,-0.1,0.4,0.0,0.2,0.8
0.38,equal,4r2k/4r1pp/1p1p1P2/2p5/p1P1PPKP/Pn1P4/1P3RB1/7R b - - 0 45,1.5408,equal,2.3,white,75.0,white,0.25,0.1,0.75,0.2,0.5,0.8
-0.88,equal,r1bqkb1r/1p1p2pp/p1n1ppn1/8/4P3/1B3N2/PB2NPPP/R2Q1RK1 w kq - 0 11,-1.4976,equal,-1.1,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-10.85,black,8/7p/6p1/p7/K2kp1P1/7P/P7/8 w - - 0 45,-0.7794,equal,-1.4,equal,25.0,white,0.25,-0.25,-0.25,-0.5,-0.25,-0.5
2.67,white,rn1qkb1r/ppp2p2/5p1p/3p4/3P4/2N2b1P/PPP2PP1/R2QKB1R w KQkq - 0 9,-2.2986,black,-3.1,black,30.0,white,0.3,0.1,0.4,0.0,0.2,1.0
-7.0,black,r1bqkb1r/pp3ppp/4pn2/3p4/2pnP3/2PB4/PP1P1PPP/RNBQK1NR b KQkq - 0 8,-0.036,equal,-1.0,equal,25.0,white,0.0,0.2,-0.1,0.0,-0.1,-0.0
2.92,white,r1bq1rk1/p2n2pp/5p2/3pp3/3b1P2/1PNB4/PBP1Q1PP/3R1R1K w - - 0 16,0.0432,equal,1.2000000000000002,equal,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
1.54,equal,r4rk1/2qp1pp1/p2N2np/1p1bP3/3P4/3B4/PP4PP/R2Q1RK1 b - - 1 19,0.0108,equal,0.30000000000000004,equal,25.0,white,-0.25,0.25,0.5,0.3,0.2,0.5
0.31,equal,rnbqkbnr/1p1ppppp/p7/2Q5/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 0 3,0.8622,equal,3.7,white,250.0,white,5.0,0.25,0.5,0.0,0.25,2.5
19.69,white,2bk1bnr/1p1n1ppp/1N6/3Q4/4P3/6P1/P1P4P/R3KBNR w KQ - 1 15,9.2988,white,15.3,white,250.0,white,2.0,0.25,0.75,-0.25,0.5,2.25
3.43,white,1r2n1k1/2p2r2/p4p1B/3Ppqp1/7P/1P4Q1/P4PP1/3R1RK1 w - - 1 25,0.747,equal,0.5,equal,75.0,white,1.5,0.25,0.5,-0.25,0.25,1.25
1.14,equal,5rk1/p4q1p/1p2pBpQ/3pP3/2bPp2P/1P2P3/P5P1/R5K1 b - - 0 24,0.018,equal,0.5,equal,-150.0,black,-1.5,-0.25,0.25,0.25,0.5,-1.25
-0.17,equal,r1b1kb1r/2qp1pp1/ppn1p2n/2p1P2p/2P1N3/1P1P1N1P/PB2QPP1/R3KB1R b KQkq - 0 11,0.0036,equal,0.1,equal,-25.0,black,0.2,0.3,0.1,0.0,0.0,0.3
-7.59,black,8/8/4k2p/1p1p2p1/p1b2PP1/P1P2K1P/1P6/8 b - - 2 42,-1.548,equal,-2.5,black,25.0,white,-0.25,0.1,0.4,-0.15,0.2,0.3
16.77,white,3kr1nr/N1n1qpbp/2QRb1p1/8/4PPP1/P6P/1PP1N1B1/2K4R b - - 0 22,0.9198,equal,5.3,white,-75.0,black,0.5,-0.2,-0.3,-0.4,-0.1,-0.5
3.21,white,r4knr/2p2p2/p1pp3p/2q2P2/8/8/PPP2PPP/R1BQ1RK1 w - - 0 17,0.7614,equal,0.9,equal,35.0,white,0.3,0.1,0.2,-0.1,0.1,0.4
-7.89,black,2r4k/p2b1p1p/1p1q1Pp1/4n2P/8/8/2B1N3/1Q3RK1 w - - 1 33,-2.3382,black,-4.2,black,250.0,white,2.0,0.25,0.75,0.5,0.25,1.5
-49.89,black,8/2K2ppk/4p1n1/3q4/8/8/8/8 b - - 3 51,-11.5938,black,-18.3,black,-150.0,black,1.5,0.2,0.5,0.3,0.1,0.9
0.98,equal,r1bqkb1r/pppp1p2/7p/4p1P1/2BnP1n1/3Q4/PPPP1P2/RNB1K1NR w KQkq - 0 8,0.0,equal,0.0,equal,30.0,white,0.3,0.1,0.2,0.0,0.1,0.7
0.73,equal,rnbqk1nr/pp1p2pp/2p1p3/4Bp2/1bPP4/2N1P3/PP3PPP/R2QKBNR b KQkq - 1 6,0.0216,equal,0.6000000000000001,equal,-25.0,black,0.0,0.1,-0.2,0.0,-0.1,-0.2
1.53,equal,rnbqkbnr/pppp2pp/5p2/4P3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,0.8226,equal,2.6,white,25.0,white,0.1,0.2,0.3,0.0,0.1,0.4
-0.01,equal,rnbqkb1r/ppp3pp/3ppn2/8/2P5/4P3/PP3PPP/RNBQKBNR b KQkq - 0 5,0.0216,equal,0.6000000000000001,equal,-15.0,black,0.0,-0.2,-0.3,0.0,-0.1,-0.2
-6.17,black,6k1/p3br1p/1pp1p2R/8/8/3r4/PP1B4/1K1R4 b - - 0 26,-2.3274,black,-3.9,black,-75.0,black,-0.5,-0.25,-1.0,-1.5,-0.75,-4.0
18.36,white,r1b2r2/pp1n1kn1/4p1Q1/2ppP3/3P4/q1NB1P2/P1P1N1P1/1R2K2R b K - 0 19,0.9486,equal,6.1000000000000005,white,-75.0,black,-0.25,0.0,0.5,0.0,0.3,0.55
8.38,white,2kr2n1/pp1q3r/2nP4/4ppN1/3p2bp/PQ1P2P1/4PPBP/1RB1R1K1 b - - 0 19,0.801,equal,2.0,equal,25.0,white,-0.25,0.0,0.5,-0.3,0.2,0.15
0.1,equal,rn1qkb1r/pp2pppp/2p2n2/3p1bB1/3P4/5N2/PPPNPPPP/R2QKB1R w KQkq - 2 5,-0.018,equal,-0.5,equal,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
6.91,white,r3k2r/1bqp1pB1/ppn1p2n/2p4p/2P5/1P1P1N1P/P3QPP1/R3KB1R w KQkq - 1 15,0.0,equal,0.0,equal,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
-0.46,equal,rnbqkbnr/pppp1ppp/8/4p3/7P/8/PPPPPPP1/RNBQKBNR w KQkq - 0 2,-0.0324,equal,-0.9,equal,10.0,white,0.0,0.05,0.1,0.0,0.05,0.2
1.9,equal,rnbq1rk1/pp1n1pbp/3p2p1/1Npp4/4P3/5N2/PPP1BPPP/R1BQ1RK1 w - - 0 10,-0.7434000000000001,equal,-0.3999999999999999,equal,30.0,white,0.25,0.1,0.3,0.0,0.15,0.8
2.32,white,r2qk2r/4bppp/p2pp3/2pbP1B1/8/3B4/PPP1QPPP/3R1RK1 w kq - 0 14,0.0324,equal,0.9,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-7.03,black,8/p1p3pk/1p1p3p/8/1PP1rR2/3b2P1/6NP/6K1 w - - 5 34,-1.5552000000000001,equal,-2.7,black,250.0,white,1.5,0.2,0.75,-0.25,0.5,2.7
-23.45,black,8/6R1/1p1p1k1p/1P1P4/p1p2p1K/6RP/5q2/8 w - - 5 49,-1.5624,equal,-2.9,black,250.0,white,1.5,0.25,0.25,-0.25,0.0,1.75
-0.34,equal,2rqr1k1/1b2bppp/p2ppn2/1p6/2nPP1P1/2NQB1NP/PP3PB1/2R2RK1 w - - 3 16,0.0144,equal,0.4,equal,35.0,white,1.5,0.25,0.75,0.1,0.3,2.9
-2.89,black,rn5r/pppbk1pp/3b1n2/5p2/2B1pN2/2N5/PPP3PP/R1B1K2R w KQ - 8 12,-1.5084,equal,-1.4,equal,35.0,white,0.3,0.1,0.4,-0.2,0.1,0.7
0.87,equal,rnbqkbnr/ppp1p1pp/5p2/8/3pN3/5N2/PPPPPPPP/R1BQKB1R w KQkq - 0 4,-0.0108,equal,-0.30000000000000004,equal,25.0,white,0.0,0.05,0.2,0.0,0.1,0.35
2.5,white,rnbq1rk1/p1p1bpp1/1p2pn1p/8/3PP3/2NB1N2/PP2QPPP/R1BR2K1 b - - 1 10,0.0216,equal,0.6000000000000001,equal,25.0,white,0.1,-0.1,0.2,0.0,-0.1,0.1
0.37,equal,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 1 4,-0.0108,equal,-0.30000000000000004,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
1.6,equal,r2qkbnr/ppp2pp1/2np2bp/4p3/2B1P1P1/2NP1N1P/PPP2P2/R1BQK2R w KQkq - 1 8,0.0288,equal,0.8,equal,30.0,white,0.25,0.1,0.3,0.0,0.15,0.8
3.31,white,2b2bk1/2q2p1p/4p1p1/1R1n3n/3P4/2PB4/1P1QNP1P/4K1R1 w - - 1 22,3.8070000000000004,white,4.5,white,150.0,white,1.5,0.25,0.75,0.5,0.25,1.25
0.69,equal,rnb1k2r/pp2bppp/1qp1pn2/3p4/2BPPB2/2P2N2/PP2QPPP/RN2K2R w KQkq - 0 8,0.0144,equal,0.4,equal,30.0,white,0.25,0.1,0.3,0.05,0.15,0.85
1.29,equal,r3kb1r/pp1n1ppp/2p1pn2/2Pp1b2/1P1P1B2/2N1P3/1P3PPP/R3KBNR b KQkq - 0 9,0.036,equal,1.0,equal,-25.0,black,0.1,-0.1,0.2,0.0,-0.1,0.1
-49.86,black,8/3r4/4k3/8/4K3/4b3/8/8 b - - 3 56,-6.2172,black,-10.7,black,-250.0,black,-2.5,0.0,-0.5,0.5,-0.25,-2.75
0.4,equal,2kr1b1r/ppp1pp2/2n1qp1p/8/8/3P1BNP/PPP2PP1/R2Q1RK1 b - - 0 13,-0.0252,equal,-0.7000000000000001,equal,25.0,white,0.5,-0.2,-0.3,-0.4,-0.1,-0.5
10.81,white,7r/6k1/8/P2pP3/3P4/2P3p1/2N3P1/4R1K1 b - - 0 31,4.5756,white,5.6,white,-25.0,black,0.1,-0.2,-0.1,0.0,-0.05,-0.25
-0.72,equal,r1b2rk1/pp1n1ppp/2p1pn2/4N3/3P4/2B5/qPP1QPPP/2KR1B1R w - - 2 12,-0.747,equal,-0.5,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-3.06,black,r3qrk1/pp4b1/1n1p3p/3PpBp1/2P2p2/5N1P/PP1B1P1P/R2Q1RK1 b - - 0 20,2.3238,white,3.8,white,-25.0,black,-0.25,-0.15,0.4,0.2,0.3,0.5
-0.07,equal,3rr1k1/pp3ppp/3B4/4Pn2/8/P7/6PP/RR4K1 w - - 0 26,-0.765,equal,-1.0,equal,250.0,white,1.5,0.25,0.5,0.25,0.25,2.75
13.36,white,5rk1/2r2p2/1q5p/p1b3p1/8/P1PB1N1P/1P1Q1PP1/R1B2RK1 w - - 0 24,6.1128,white,7.8,white,250.0,white,2.0,0.25,0.75,0.25,0.5,1.75
0.81,equal,rnb1kb1r/pp3ppp/2p5/3p2q1/3Pp1n1/2P1P1P1/PP2NPBP/RNBQ1RK1 w kq - 5 8,-0.0576,equal,-1.6,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-0.26,equal,r4r2/p1R2kp1/1p5p/3PP3/5pq1/2P5/P2Q1P2/R4K2 b - - 0 27,0.0936,equal,2.6,white,-75.0,black,-0.2,-0.1,-0.15,0.3,-0.05,-0.2
-4.99,black,r2qkbnr/ppp1pppp/8/3p1b2/1n1P1B2/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 7 5,0.0,equal,0.0,equal,-25.0,black,0.25,-0.1,-0.3,0.2,-0.15,-0.1
1.22,equal,rnb1kb1r/ppqp1ppp/4pn2/8/3PP3/5N2/PP3PPP/RNBQKB1R w KQkq - 3 6,-0.0108,equal,-0.30000000000000004,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-1.96,equal,r1b1kbnr/pp3ppp/2ppq3/4P3/3Q4/2NBB1P1/PP3P1P/1R3RK1 b kq - 3 12,-0.7074,equal,0.6000000000000001,equal,-25.0,black,0.25,-0.1,-0.3,-0.2,-0.15,-0.5
-14.92,black,r6r/pp1nbkpp/4pn2/3p4/qP6/4PQ2/2PP1PPP/R1B2RK1 b - - 0 14,-3.8826,black,-6.6,black,-25.0,black,0.1,0.2,-0.3,0.0,-0.1,-0.1
0.3,equal,r4rk1/p4ppp/b4N2/1q1pn3/8/PQ2P3/1B1N1PPP/3R1RK1 b - - 0 21,2.4318,white,6.800000000000001,white,25.0,white,-0.25,0.1,0.4,0.0,0.25,0.5
5.18,white,rn3rk1/pp2bp2/3P3p/1B1Ppqp1/1P2N1b1/4PN2/P3Q1PP/R4RK1 b - - 0 17,0.8262,equal,2.7,white,25.0,white,-0.25,0.1,0.4,0.2,0.3,0.25
-0.02,equal,r1bqk1nr/pppp1ppp/2n5/4p3/4P3/P1P2N2/1PP2PPP/R1BQKB1R b KQkq - 0 5,0.0324,equal,0.9,equal,-15.0,black,0.0,-0.25,-0.25,0.0,-0.25,-0.5
9.07,white,1r1qkb1r/Q2pp2p/1p3np1/1Bp2p2/4P3/3P4/PPP2PPP/RNB1K1NR b KQk - 0 10,5.4378,white,9.3,white,-150.0,black,-9.0,0.25,0.5,0.25,0.0,-8.0
